-121.343;-113.496;20.860
-121.345;-101.552;18.909
-121.344;-89.611;17.177
-121.345;-77.669;15.661
-121.346;-65.727;14.362
-121.346;-53.787;13.281
-121.346;-41.845;12.416
-121.346;-29.903;11.767
-121.347;-17.961;11.334
-121.346;-6.018;11.116
-121.348;5.923;11.115
-121.347;17.866;11.330
-121.347;29.808;11.761
-121.347;41.750;12.409
-121.347;53.692;13.273
-121.346;65.634;14.353
-121.345;77.576;15.651
-121.345;89.518;17.165
-121.344;101.459;18.896
-121.344;113.401;20.844
-117.113;125.343;22.242
-117.115;113.401;20.078
-117.116;101.459;18.130
-117.117;89.517;16.400
-117.117;77.575;14.886
-117.118;65.633;13.589
-117.118;53.693;12.509
-117.119;41.751;11.645
-117.120;29.809;10.998
-117.120;17.867;10.567
-117.120;5.924;10.352
-117.120;-6.017;10.354
-117.120;-17.959;10.571
-117.120;-29.901;11.004
-117.121;-41.843;11.653
-117.119;-53.786;12.518
-117.119;-65.728;13.600
-117.118;-77.671;14.899
-117.118;-89.613;16.415
-117.117;-101.555;18.148
-117.117;-113.497;20.097
-117.116;-125.440;22.264
-112.885;-137.383;23.909
-112.888;-125.434;21.524
-112.887;-113.495;19.358
-112.888;-101.553;17.410
-112.889;-89.611;15.678
-112.889;-77.670;14.163
-112.889;-65.728;12.865
-112.889;-53.788;11.785
-112.889;-41.846;10.920
-112.891;-29.903;10.271
-112.891;-17.962;9.837
-112.891;-6.018;9.619
-112.891;5.922;9.616
-112.891;17.865;9.831
-112.891;29.808;10.262
-112.891;41.750;10.909
-112.890;53.692;11.772
-112.890;65.634;12.853
-112.889;77.576;14.149
-112.888;89.518;15.662
-112.888;101.459;17.393
-112.888;113.401;19.340
-112.888;125.343;21.504
-112.887;137.286;23.886
-108.657;137.285;23.176
-108.658;125.342;20.796
-108.659;113.401;18.632
-108.660;101.459;16.684
-108.660;89.517;14.955
-108.660;77.575;13.442
-108.662;65.633;12.146
-108.662;53.693;11.067
-108.663;41.751;10.204
-108.663;29.809;9.557
-108.664;17.867;9.127
-108.664;5.924;8.912
-108.663;-6.017;8.914
-108.663;-17.959;9.131
-108.663;-29.901;9.563
-108.663;-41.844;10.211
-108.663;-53.786;11.075
-108.662;-65.729;12.156
-108.662;-77.671;13.453
-108.662;-89.613;14.968
-108.661;-101.556;16.700
-108.661;-113.497;18.648
-108.660;-125.440;20.815
-108.660;-137.383;23.198
-104.429;-149.325;25.116
-104.430;-137.375;22.513
-104.431;-125.435;20.131
-104.431;-113.495;17.965
-104.432;-101.553;16.017
-104.432;-89.611;14.286
-104.433;-77.670;12.772
-104.434;-65.729;11.474
-104.434;-53.789;10.393
-104.434;-41.846;9.529
-104.435;-29.904;8.882
-104.434;-17.961;8.450
-104.435;-6.018;8.233
-104.435;5.922;8.230
-104.435;17.865;8.445
-104.434;29.808;8.876
-104.434;41.750;9.523
-104.434;53.692;10.386
-104.433;65.634;11.466
-104.433;77.576;12.761
-104.432;89.517;14.274
-104.431;101.459;16.004
-104.431;113.400;17.950
-104.431;125.342;20.114
-104.431;137.285;22.494
-104.430;149.228;25.091
-100.200;149.226;24.435
-100.202;137.282;21.838
-100.202;125.341;19.457
-100.203;113.401;17.294
-100.204;101.459;15.347
-100.205;89.517;13.619
-100.205;77.576;12.106
-100.206;65.634;10.811
-100.206;53.693;9.731
-100.207;41.751;8.869
-100.207;29.809;8.222
-100.208;17.866;7.792
-100.208;5.924;7.577
-100.208;-6.018;7.579
-100.207;-17.959;7.795
-100.207;-29.902;8.228
-100.207;-41.844;8.875
-100.207;-53.786;9.740
-100.207;-65.728;10.821
-100.206;-77.671;12.118
-100.205;-89.613;13.632
-100.205;-101.556;15.362
-100.204;-113.497;17.310
-100.204;-125.440;19.476
-100.203;-137.382;21.859
-100.203;-149.324;24.460
-95.972;-149.320;23.827
-95.975;-137.376;21.226
-95.974;-125.436;18.846
-95.975;-113.496;16.681
-95.976;-101.554;14.733
-95.976;-89.612;13.002
-95.977;-77.670;11.489
-95.977;-65.729;10.193
-95.978;-53.789;9.113
-95.978;-41.846;8.249
-95.978;-29.903;7.602
-95.978;-17.961;7.170
-95.978;-6.018;6.953
-95.978;5.922;6.951
-95.978;17.865;7.166
-95.979;29.807;7.596
-95.978;41.750;8.243
-95.978;53.692;9.105
-95.977;65.633;10.184
-95.976;77.575;11.479
-95.976;89.518;12.990
-95.976;101.459;14.719
-95.976;113.401;16.665
-95.975;125.343;18.829
-95.974;137.285;21.209
-95.974;149.228;23.807
-91.745;149.226;23.205
-91.746;137.283;20.607
-91.746;125.341;18.227
-91.747;113.401;16.064
-91.747;101.459;14.117
-91.749;89.517;12.389
-91.749;77.576;10.878
-91.750;65.634;9.584
-91.750;53.693;8.505
-91.751;41.752;7.643
-91.751;29.809;6.997
-91.751;17.867;6.566
-91.751;5.925;6.352
-91.751;-6.017;6.354
-91.751;-17.959;6.569
-91.751;-29.901;7.002
-91.751;-41.844;7.649
-91.751;-53.786;8.512
-91.751;-65.729;9.592
-91.750;-77.672;10.889
-91.750;-89.613;12.402
-91.748;-101.556;14.132
-91.749;-113.498;16.079
-91.748;-125.441;18.244
-91.747;-137.382;20.625
-91.747;-149.324;23.226
-87.516;-161.267;25.466
-87.518;-149.317;22.648
-87.518;-137.376;20.049
-87.519;-125.436;17.667
-87.519;-113.495;15.504
-87.520;-101.554;13.556
-87.520;-89.612;11.827
-87.520;-77.670;10.314
-87.521;-65.729;9.018
-87.521;-53.788;7.939
-87.522;-41.846;7.076
-87.522;-29.903;6.429
-87.522;-17.961;5.997
-87.522;-6.018;5.780
-87.522;5.923;5.779
-87.522;17.865;5.993
-87.522;29.808;6.424
-87.522;41.750;7.070
-87.521;53.692;7.932
-87.521;65.634;9.010
-87.521;77.576;10.304
-87.521;89.518;11.815
-87.521;101.460;13.543
-87.520;113.400;15.488
-87.519;125.343;17.651
-87.519;137.285;20.032
-87.518;149.227;22.630
-87.518;161.169;25.445
-83.290;161.167;24.896
-83.289;149.223;22.081
-83.290;137.283;19.483
-83.291;125.342;17.104
-83.291;113.401;14.942
-83.292;101.460;12.996
-83.293;89.518;11.267
-83.292;77.575;9.757
-83.294;65.634;8.463
-83.294;53.693;7.385
-83.295;41.751;6.524
-83.295;29.809;5.878
-83.296;17.866;5.448
-83.295;5.924;5.233
-83.296;-6.017;5.235
-83.295;-17.959;5.452
-83.295;-29.901;5.883
-83.295;-41.844;6.530
-83.295;-53.787;7.393
-83.294;-65.729;8.472
-83.294;-77.672;9.769
-83.294;-89.614;11.281
-83.293;-101.556;13.010
-83.293;-113.498;14.957
-83.293;-125.442;17.121
-83.291;-137.382;19.503
-83.291;-149.325;22.101
-83.292;-161.266;24.918
-79.062;-161.262;24.397
-79.062;-149.317;21.579
-79.062;-137.377;18.981
-79.062;-125.437;16.600
-79.063;-113.496;14.437
-79.064;-101.555;12.490
-79.064;-89.612;10.761
-79.065;-77.671;9.249
-79.065;-65.729;7.954
-79.065;-53.788;6.875
-79.066;-41.846;6.013
-79.066;-29.903;5.366
-79.066;-17.961;4.934
-79.066;-6.018;4.716
-79.067;5.923;4.715
-79.066;17.865;4.930
-79.066;29.808;5.360
-79.066;41.749;6.006
-79.065;53.692;6.867
-79.065;65.634;7.945
-79.065;77.576;9.238
-79.065;89.518;10.749
-79.065;101.460;12.476
-79.064;113.401;14.420
-79.064;125.343;16.583
-79.063;137.285;18.963
-79.062;149.226;21.560
-79.063;161.169;24.375
-74.834;161.166;23.882
-74.834;149.223;21.066
-74.835;137.283;18.469
-74.835;125.342;16.091
-74.836;113.401;13.929
-74.836;101.460;11.984
-74.837;89.518;10.257
-74.837;77.575;8.747
-74.837;65.634;7.454
-74.838;53.693;6.377
-74.839;41.751;5.515
-74.839;29.808;4.870
-74.839;17.866;4.440
-74.839;5.923;4.225
-74.839;-6.018;4.226
-74.839;-17.959;4.443
-74.839;-29.902;4.875
-74.839;-41.844;5.522
-74.839;-53.786;6.385
-74.838;-65.729;7.464
-74.838;-77.672;8.759
-74.838;-89.613;10.270
-74.837;-101.556;11.999
-74.836;-113.497;13.946
-74.836;-125.441;16.109
-74.835;-137.382;18.490
-74.835;-149.324;21.089
-74.835;-161.266;23.906
-70.607;-161.261;23.440
-70.606;-149.317;20.622
-70.606;-137.377;18.024
-70.608;-125.436;15.644
-70.608;-113.495;13.481
-70.609;-101.554;11.535
-70.609;-89.613;9.807
-70.610;-77.670;8.295
-70.610;-65.729;7.001
-70.610;-53.788;5.923
-70.610;-41.846;5.060
-70.611;-29.903;4.413
-70.611;-17.961;3.981
-70.611;-6.018;3.764
-70.611;5.923;3.763
-70.611;17.865;3.978
-70.611;29.808;4.408
-70.611;41.751;5.053
-70.611;53.692;5.914
-70.611;65.634;6.991
-70.610;77.576;8.283
-70.610;89.519;9.793
-70.610;101.460;11.520
-70.609;113.401;13.464
-70.609;125.343;15.625
-70.608;137.285;18.004
-70.607;149.226;20.601
-70.608;161.168;23.415
-66.380;161.166;22.976
-66.379;149.222;20.162
-66.379;137.282;17.566
-66.380;125.341;15.188
-66.380;113.401;13.028
-66.381;101.460;11.084
-66.381;89.517;9.357
-66.382;77.575;7.848
-66.383;65.633;6.556
-66.383;53.692;5.479
-66.383;41.752;4.618
-66.383;29.809;3.972
-66.384;17.866;3.542
-66.383;5.923;3.328
-66.384;-6.018;3.329
-66.384;-17.959;3.546
-66.383;-29.902;3.978
-66.383;-41.844;4.624
-66.383;-53.786;5.486
-66.383;-65.729;6.565
-66.383;-77.671;7.859
-66.382;-89.613;9.371
-66.382;-101.555;11.098
-66.381;-113.497;13.043
-66.381;-125.440;15.206
-66.381;-137.382;17.587
-66.380;-149.324;20.185
-66.380;-161.265;23.001
-62.152;-161.262;22.587
-62.151;-149.317;19.771
-62.151;-137.376;17.174
-62.152;-125.436;14.795
-62.153;-113.495;12.632
-62.153;-101.554;10.688
-62.153;-89.612;8.960
-62.154;-77.670;7.450
-62.154;-65.728;6.155
-62.154;-53.788;5.077
-62.154;-41.846;4.215
-62.154;-29.904;3.568
-62.154;-17.961;3.136
-62.154;-6.018;2.919
-62.155;5.923;2.919
-62.155;17.865;3.134
-62.155;29.807;3.564
-62.154;41.749;4.209
-62.154;53.691;5.069
-62.154;65.634;6.146
-62.154;77.576;7.439
-62.154;89.518;8.948
-62.153;101.459;10.674
-62.153;113.400;12.618
-62.153;125.342;14.778
-62.152;137.284;17.157
-62.152;149.226;19.752
-62.152;161.168;22.565
-57.924;161.166;22.180
-57.923;149.222;19.367
-57.924;137.282;16.771
-57.924;125.341;14.393
-57.925;113.400;12.233
-57.925;101.460;10.290
-57.925;89.517;8.564
-57.926;77.575;7.055
-57.927;65.633;5.763
-57.927;53.693;4.688
-57.927;41.752;3.827
-57.927;29.809;3.182
-57.928;17.866;2.752
-57.927;5.924;2.536
-57.928;-6.017;2.538
-57.928;-17.959;2.754
-57.928;-29.902;3.185
-57.927;-41.844;3.832
-57.928;-53.786;4.694
-57.927;-65.729;5.772
-57.927;-77.671;7.067
-57.927;-89.614;8.577
-57.926;-101.556;10.304
-57.926;-113.497;12.248
-57.926;-125.440;14.411
-57.924;-137.383;16.790
-57.925;-149.324;19.387
-57.924;-161.265;22.202
-53.695;-161.262;21.843
-53.695;-149.318;19.027
-53.696;-137.377;16.431
-53.696;-125.437;14.051
-53.697;-113.496;11.890
-53.697;-101.554;9.947
-53.698;-89.613;8.220
-53.697;-77.669;6.709
-53.698;-65.728;5.416
-53.698;-53.788;4.338
-53.698;-41.846;3.476
-53.698;-29.904;2.830
-53.698;-17.961;2.399
-53.698;-6.018;2.182
-53.699;5.922;2.181
-53.699;17.864;2.396
-53.698;29.807;2.826
-53.698;41.749;3.471
-53.698;53.691;4.332
-53.698;65.633;5.408
-53.698;77.576;6.700
-53.698;89.518;8.208
-53.697;101.460;9.933
-53.697;113.400;11.876
-53.697;125.342;14.036
-53.697;137.284;16.413
-53.697;149.225;19.009
-53.696;161.167;21.822
-49.468;161.165;21.490
-49.467;149.223;18.677
-49.468;137.282;16.082
-49.468;125.341;13.705
-49.469;113.401;11.545
-49.469;101.459;9.604
-49.469;89.517;7.879
-49.470;77.575;6.370
-49.471;65.633;5.079
-49.471;53.693;4.003
-49.470;41.751;3.143
-49.471;29.809;2.498
-49.471;17.867;2.068
-49.471;5.924;1.854
-49.471;-6.017;1.854
-49.471;-17.959;2.071
-49.471;-29.901;2.502
-49.471;-41.844;3.148
-49.471;-53.786;4.010
-49.471;-65.728;5.087
-49.471;-77.671;6.380
-49.471;-89.613;7.890
-49.470;-101.556;9.617
-49.470;-113.497;11.560
-49.469;-125.441;13.722
-49.469;-137.382;16.101
-49.469;-149.324;18.698
-49.469;-161.266;21.513
-45.240;-161.262;21.209
-45.239;-149.317;18.393
-45.240;-137.376;15.797
-45.240;-125.437;13.419
-45.240;-113.496;11.258
-45.241;-101.554;9.314
-45.241;-89.613;7.588
-45.241;-77.670;6.079
-45.241;-65.729;4.786
-45.241;-53.788;3.709
-45.242;-41.846;2.848
-45.242;-29.904;2.201
-45.242;-17.961;1.770
-45.242;-6.018;1.554
-45.242;5.922;1.553
-45.241;17.864;1.767
-45.242;29.807;2.197
-45.242;41.749;2.842
-45.242;53.691;3.701
-45.241;65.633;4.777
-45.242;77.576;6.069
-45.242;89.518;7.576
-45.241;101.459;9.301
-45.242;113.401;11.242
-45.241;125.343;13.401
-45.240;137.285;15.778
-45.240;149.226;18.373
-45.240;161.168;21.187
-41.012;161.165;20.909
-41.012;149.222;18.096
-41.012;137.282;15.502
-41.012;125.342;13.126
-41.012;113.401;10.967
-41.013;101.460;9.026
-41.013;89.517;7.302
-41.014;77.575;5.794
-41.014;65.633;4.503
-41.014;53.693;3.427
-41.014;41.751;2.568
-41.014;29.809;1.924
-41.015;17.867;1.494
-41.015;5.924;1.280
-41.015;-6.017;1.281
-41.015;-17.959;1.497
-41.014;-29.901;1.928
-41.015;-41.844;2.574
-41.015;-53.786;3.436
-41.014;-65.729;4.512
-41.014;-77.671;5.805
-41.014;-89.613;7.314
-41.013;-101.556;9.040
-41.013;-113.497;10.983
-41.013;-125.441;13.145
-41.012;-137.382;15.523
-41.013;-149.324;18.120
-41.013;-161.266;20.934
-36.784;-161.261;20.685
-36.783;-149.317;17.870
-36.784;-137.376;15.273
-36.784;-125.436;12.896
-36.784;-113.495;10.735
-36.785;-101.554;8.792
-36.785;-89.612;7.067
-36.785;-77.669;5.558
-36.785;-65.728;4.266
-36.785;-53.788;3.189
-36.785;-41.846;2.328
-36.785;-29.904;1.681
-36.785;-17.961;1.250
-36.786;-6.018;1.034
-36.785;5.922;1.034
-36.785;17.864;1.248
-36.786;29.807;1.677
-36.785;41.749;2.322
-36.785;53.691;3.181
-36.786;65.633;4.256
-36.785;77.576;5.547
-36.785;89.518;7.054
-36.786;101.460;8.778
-36.785;113.401;10.719
-36.785;125.343;12.877
-36.785;137.284;15.253
-36.784;149.225;17.848
-36.785;161.167;20.661
-32.557;161.165;20.437
-32.555;149.222;17.626
-32.556;137.282;15.032
-32.556;125.341;12.657
-32.557;113.401;10.498
-32.557;101.459;8.558
-32.557;89.517;6.834
-32.558;77.575;5.327
-32.558;65.633;4.036
-32.558;53.692;2.961
-32.558;41.752;2.101
-32.558;29.809;1.457
-32.559;17.866;1.028
-32.558;5.924;0.814
-32.558;-6.018;0.815
-32.558;-17.959;1.031
-32.558;-29.901;1.461
-32.558;-41.843;2.107
-32.558;-53.786;2.969
-32.558;-65.729;4.045
-32.558;-77.670;5.338
-32.558;-89.613;6.847
-32.558;-101.555;8.572
-32.557;-113.497;10.514
-32.558;-125.440;12.675
-32.556;-137.382;15.053
-32.556;-149.323;17.649
-32.556;-161.266;20.463
-28.328;-161.262;20.266
-28.327;-149.317;17.452
-28.327;-137.376;14.857
-28.328;-125.436;12.479
-28.328;-113.495;10.320
-28.328;-101.553;8.378
-28.329;-89.612;6.653
-28.329;-77.669;5.144
-28.329;-65.727;3.852
-28.328;-53.787;2.776
-28.329;-41.846;1.915
-28.329;-29.903;1.269
-28.329;-17.961;0.838
-28.329;-6.018;0.622
-28.329;5.923;0.621
-28.329;17.865;0.835
-28.329;29.807;1.264
-28.330;41.749;1.908
-28.329;53.691;2.767
-28.329;65.633;3.843
-28.330;77.576;5.134
-28.329;89.518;6.641
-28.329;101.459;8.364
-28.330;113.401;10.305
-28.329;125.343;12.463
-28.329;137.284;14.839
-28.328;149.226;17.432
-28.328;161.168;20.240
-24.101;161.167;20.071
-24.100;149.223;17.259
-24.100;137.282;14.671
-24.101;125.341;12.295
-24.101;113.401;10.137
-24.101;101.459;8.197
-24.101;89.516;6.474
-24.101;77.575;4.967
-24.102;65.633;3.676
-24.101;53.692;2.601
-24.101;41.751;1.742
-24.102;29.808;1.098
-24.102;17.866;0.669
-24.102;5.924;0.455
-24.102;-6.018;0.455
-24.101;-17.960;0.672
-24.102;-29.902;1.102
-24.101;-41.844;1.748
-24.102;-53.786;2.609
-24.101;-65.728;3.685
-24.101;-77.670;4.977
-24.101;-89.612;6.486
-24.101;-101.554;8.210
-24.101;-113.497;10.152
-24.101;-125.441;12.312
-24.100;-137.382;14.690
-24.101;-149.324;17.286
-24.100;-161.265;20.099
-19.870;-149.317;17.143
-19.872;-137.376;14.547
-19.871;-125.436;12.170
-19.872;-113.495;10.012
-19.872;-101.553;8.070
-19.872;-89.612;6.346
-19.873;-77.670;4.838
-19.873;-65.728;3.546
-19.872;-53.787;2.470
-19.873;-41.845;1.609
-19.873;-29.903;0.963
-19.873;-17.961;0.532
-19.873;-6.017;0.316
-19.872;5.924;0.316
-19.872;17.865;0.530
-19.873;29.807;0.959
-19.873;41.749;1.603
-19.873;53.691;2.462
-19.873;65.633;3.536
-19.873;77.575;4.827
-19.874;89.518;6.334
-19.873;101.459;8.057
-19.873;113.402;9.997
-19.873;125.343;12.155
-19.873;137.284;14.530
-19.873;149.227;17.118
-15.645;149.226;17.003
-15.643;137.281;14.415
-15.644;125.341;12.041
-15.645;113.400;9.883
-15.645;101.459;7.943
-15.645;89.517;6.221
-15.646;77.575;4.714
-15.646;65.633;3.424
-15.646;53.692;2.349
-15.645;41.751;1.491
-15.645;29.808;0.847
-15.645;17.866;0.418
-15.645;5.924;0.204
-15.645;-6.017;0.204
-15.646;-17.960;0.420
-15.645;-29.902;0.851
-15.646;-41.844;1.497
-15.644;-53.786;2.358
-15.645;-65.728;3.434
-15.645;-77.671;4.726
-15.645;-89.612;6.234
-15.645;-101.554;7.958
-15.644;-113.497;9.899
-15.645;-125.440;12.058
-15.644;-137.382;14.435
-15.644;-149.325;17.031
-11.416;-149.321;16.944
-11.415;-137.375;14.348
-11.415;-125.435;11.972
-11.416;-113.495;9.813
-11.416;-101.553;7.872
-11.416;-89.611;6.148
-11.417;-77.670;4.640
-11.416;-65.728;3.348
-11.416;-53.788;2.273
-11.416;-41.845;1.412
-11.417;-29.903;0.766
-11.416;-17.960;0.352
-11.416;-6.019;0.120
-11.416;5.923;0.119
-11.416;17.865;0.333
-11.416;29.807;0.762
-11.416;41.749;1.405
-11.417;53.691;2.264
-11.416;65.633;3.339
-11.417;77.575;4.629
-11.417;89.518;6.135
-11.416;101.459;7.858
-11.416;113.402;9.797
-11.416;125.343;11.954
-11.417;137.285;14.324
-11.417;149.226;16.916
-7.188;137.282;14.264
-7.188;125.341;11.895
-7.189;113.400;9.738
-7.189;101.459;7.799
-7.189;89.517;6.076
-7.189;77.575;4.570
-7.189;65.633;3.281
-7.189;53.692;2.207
-7.189;41.751;1.348
-7.189;-29.902;0.710
-7.188;-41.844;1.355
-7.189;-53.786;2.215
-7.189;-65.728;3.291
-7.189;-77.670;4.582
-7.188;-89.612;6.090
-7.188;-101.554;7.814
-7.188;-113.497;9.756
-7.188;-125.440;11.915
-7.188;-137.382;14.292
